PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Watermelon,0.66,32.6,"=ROUND(B3525*C3525,2)"
Garlic,3.07,27.9,"=ROUND(B3526*C3526,2)"
Potatoes,0.86,32.7,"=ROUND(B3527*C3527,2)"
Apricots,3.71,5.2,"=ROUND(B3528*C3528,2)"
Spinach,4.12,38.90000000000001,"=ROUND(B3529*C3529,2)"
Daikon,1.4,0.8,"=ROUND(B3530*C3530,2)"
Kale,5.02,26,"=ROUND(B3531*C3531,2)"
Eggplant,2.32,10.8,"=ROUND(B3532*C3532,2)"
Beets,1.51,27.8,"=ROUND(B3533*C3533,2)"
Okra,2.26,3.3,"=ROUND(B3534*C3534,2)"
Yellow peppers,2.87,39.7,"=ROUND(B3535*C3535,2)"
Brussels sprouts,1.65,20.3,"=ROUND(B3536*C3536,2)"
Potatoes,0.86,37.9,"=ROUND(B3537*C3537,2)"
Lime,1.06,18.1,"=ROUND(B3538*C3538,2)"
Kale,5.02,3.5,"=ROUND(B3539*C3539,2)"
Watermelon,0.66,22.9,"=ROUND(B3540*C3540,2)"
Grapefruit,0.76,27,"=ROUND(B3541*C3541,2)"
Cucumber,1.07,35.1,"=ROUND(B3542*C3542,2)"
Celery,1.19,21.9,"=ROUND(B3543*C3543,2)"
Tomatoes,3.16,17.4,"=ROUND(B3544*C3544,2)"
Coconuts,1.18,34.1,"=ROUND(B3545*C3545,2)"
Green beans,2.52,12.2,"=ROUND(B3546*C3546,2)"
Ginger,5.13,27.4,"=ROUND(B3547*C3547,2)"
Apples,1.88,18.5,"=ROUND(B3548*C3548,2)"
Green cabbage,0.8,12.6,"=ROUND(B3549*C3549,2)"
Strawberries,4.4,9.600000000000001,"=ROUND(B3550*C3550,2)"
Tomatoes,3.16,21,"=ROUND(B3551*C3551,2)"
Potatoes,0.86,33.4,"=ROUND(B3552*C3552,2)"
Green beans,2.52,25.4,"=ROUND(B3553*C3553,2)"
Grapes,2.63,4.2,"=ROUND(B3554*C3554,2)"
Bok choy,1.42,23.3,"=ROUND(B3555*C3555,2)"
Apricots,3.71,4.4,"=ROUND(B3556*C3556,2)"
Tomatoes,3.16,22.9,"=ROUND(B3557*C3557,2)"
Apricots,3.71,36.9,"=ROUND(B3558*C3558,2)"
Parsnips,2.27,10.9,"=ROUND(B3559*C3559,2)"
Papaya,1.34,3.9,"=ROUND(B3560*C3560,2)"
Strawberries,4.4,35.9,"=ROUND(B3561*C3561,2)"
Green beans,2.52,1.3,"=ROUND(B3562*C3562,2)"
Kale,5.02,34.8,"=ROUND(B3563*C3563,2)"
Orange,1.09,19,"=ROUND(B3564*C3564,2)"
Ginger,5.13,20.3,"=ROUND(B3565*C3565,2)"
Spinach,4.12,33.7,"=ROUND(B3566*C3566,2)"
Garlic,3.07,37.5,"=ROUND(B3567*C3567,2)"
Grapefruit,0.76,10.5,"=ROUND(B3568*C3568,2)"
Papaya,1.34,35.2,"=ROUND(B3569*C3569,2)"
Grapefruit,0.76,23.8,"=ROUND(B3570*C3570,2)"
Butternut squash,1.28,5.600000000000001,"=ROUND(B3571*C3571,2)"
Lime,1.06,28.4,"=ROUND(B3572*C3572,2)"
Apricots,3.71,14.9,"=ROUND(B3573*C3573,2)"
Garlic,3.07,29.2,"=ROUND(B3574*C3574,2)"
Fava beans,2.69,28.9,"=ROUND(B3575*C3575,2)"
Cherries,9.5,4.9,"=ROUND(B3576*C3576,2)"
Kale,5.02,7.600000000000001,"=ROUND(B3577*C3577,2)"
Spinach,4.12,29.5,"=ROUND(B3578*C3578,2)"
Apricots,3.71,6.300000000000001,"=ROUND(B3579*C3579,2)"
Lime,1.06,37.5,"=ROUND(B3580*C3580,2)"
Fava beans,2.69,14.4,"=ROUND(B3581*C3581,2)"
Eggplant,2.32,15.2,"=ROUND(B3582*C3582,2)"
Brussels sprouts,1.65,9.700000000000001,"=ROUND(B3583*C3583,2)"
Daikon,1.4,39.6,"=ROUND(B3584*C3584,2)"
Strawberries,4.4,26.1,"=ROUND(B3585*C3585,2)"
Bok choy,1.42,10.1,"=ROUND(B3586*C3586,2)"
Parsnips,2.27,33.5,"=ROUND(B3587*C3587,2)"
Avocados,3.23,13,"=ROUND(B3588*C3588,2)"
Bok choy,1.42,23,"=ROUND(B3589*C3589,2)"
Lettuce,1.88,5.100000000000001,"=ROUND(B3590*C3590,2)"
Apricots,3.71,17.4,"=ROUND(B3591*C3591,2)"
Okra,2.26,30.7,"=ROUND(B3592*C3592,2)"
Apricots,3.71,14.6,"=ROUND(B3593*C3593,2)"
Lemon,1.27,35.1,"=ROUND(B3594*C3594,2)"
Papaya,1.34,15.8,"=ROUND(B3595*C3595,2)"
Orange,1.09,27.9,"=ROUND(B3596*C3596,2)"
Garlic,3.07,4.100000000000001,"=ROUND(B3597*C3597,2)"
Ginger,5.13,19.7,"=ROUND(B3598*C3598,2)"
Potatoes,0.86,32.5,"=ROUND(B3599*C3599,2)"
Lime,1.06,12.5,"=ROUND(B3600*C3600,2)"
Avocados,3.23,7.600000000000001,"=ROUND(B3601*C3601,2)"
Butternut squash,1.28,31.8,"=ROUND(B3602*C3602,2)"
Lime,1.06,18.7,"=ROUND(B3603*C3603,2)"
Ginger,5.13,33,"=ROUND(B3604*C3604,2)"
Ginger,5.13,34.7,"=ROUND(B3605*C3605,2)"
Beets,1.51,16,"=ROUND(B3606*C3606,2)"
Coconuts,1.18,25.5,"=ROUND(B3607*C3607,2)"
Ginger,5.13,32.5,"=ROUND(B3608*C3608,2)"
Parsnips,2.27,21.3,"=ROUND(B3609*C3609,2)"
Apricots,3.71,6.800000000000001,"=ROUND(B3610*C3610,2)"
Eggplant,2.32,25.8,"=ROUND(B3611*C3611,2)"
Cucumber,1.07,11.5,"=ROUND(B3612*C3612,2)"
Fava beans,2.69,26.2,"=ROUND(B3613*C3613,2)"
Apples,1.88,5.7,"=ROUND(B3614*C3614,2)"
Watermelon,0.66,3.5,"=ROUND(B3615*C3615,2)"
Coconuts,1.18,34.4,"=ROUND(B3616*C3616,2)"
Beets,1.51,5.7,"=ROUND(B3617*C3617,2)"
Strawberries,4.4,21.1,"=ROUND(B3618*C3618,2)"
Corn,1.07,10,"=ROUND(B3619*C3619,2)"
Watermelon,0.66,8.3,"=ROUND(B3620*C3620,2)"
Corn,1.07,30.7,"=ROUND(B3621*C3621,2)"
Grapefruit,0.76,38.40000000000001,"=ROUND(B3622*C3622,2)"
Grapefruit,0.76,8.3,"=ROUND(B3623*C3623,2)"
Asparagus,2.49,16.1,"=ROUND(B3624*C3624,2)"
Tomatoes,3.16,6.600000000000001,"=ROUND(B3625*C3625,2)"
Kale,5.02,6.7,"=ROUND(B3626*C3626,2)"
Ginger,5.13,9.1,"=ROUND(B3627*C3627,2)"
Orange,1.09,8,"=ROUND(B3628*C3628,2)"
Garlic,3.07,14.2,"=ROUND(B3629*C3629,2)"
Daikon,1.4,28.5,"=ROUND(B3630*C3630,2)"
Lime,1.06,38.90000000000001,"=ROUND(B3631*C3631,2)"
Ginger,5.13,6.7,"=ROUND(B3632*C3632,2)"
Green cabbage,0.8,31.9,"=ROUND(B3633*C3633,2)"
Fava beans,2.69,5,"=ROUND(B3634*C3634,2)"
Bok choy,1.42,11.4,"=ROUND(B3635*C3635,2)"
Okra,2.26,2.7,"=ROUND(B3636*C3636,2)"
Parsnips,2.27,27.8,"=ROUND(B3637*C3637,2)"
Garlic,3.07,17.7,"=ROUND(B3638*C3638,2)"
Kale,5.02,35,"=ROUND(B3639*C3639,2)"
Green beans,2.52,23,"=ROUND(B3640*C3640,2)"
Corn,1.07,1.6,"=ROUND(B3641*C3641,2)"
Apricots,3.71,10.3,"=ROUND(B3642*C3642,2)"
Yellow peppers,2.87,36.7,"=ROUND(B3643*C3643,2)"
Parsnips,2.27,10.7,"=ROUND(B3644*C3644,2)"
Yellow peppers,2.87,1.1,"=ROUND(B3645*C3645,2)"
Green peppers,1.89,22.2,"=ROUND(B3646*C3646,2)"
Butternut squash,1.28,32.6,"=ROUND(B3647*C3647,2)"
Butternut squash,1.28,33.5,"=ROUND(B3648*C3648,2)"
Avocados,3.23,3.4,"=ROUND(B3649*C3649,2)"
Yellow peppers,2.87,32.5,"=ROUND(B3650*C3650,2)"
Grapes,2.63,24.5,"=ROUND(B3651*C3651,2)"
Yellow peppers,2.87,26.4,"=ROUND(B3652*C3652,2)"
Brussels sprouts,1.65,30.2,"=ROUND(B3653*C3653,2)"
Coconuts,1.18,9.4,"=ROUND(B3654*C3654,2)"
Avocados,3.23,34.5,"=ROUND(B3655*C3655,2)"
Lemon,1.27,11.7,"=ROUND(B3656*C3656,2)"
Orange,1.09,18.9,"=ROUND(B3657*C3657,2)"
Orange,1.09,12.3,"=ROUND(B3658*C3658,2)"
Green cabbage,0.8,17,"=ROUND(B3659*C3659,2)"
Tomatoes,3.16,13.4,"=ROUND(B3660*C3660,2)"
Bananas,0.86,19.4,"=ROUND(B3661*C3661,2)"
Okra,2.26,9.9,"=ROUND(B3662*C3662,2)"
Yellow peppers,2.87,33.8,"=ROUND(B3663*C3663,2)"
Brussels sprouts,1.65,25.4,"=ROUND(B3664*C3664,2)"
Lettuce,1.88,16.9,"=ROUND(B3665*C3665,2)"
Coconuts,1.18,22.6,"=ROUND(B3666*C3666,2)"
Tomatoes,3.16,8.700000000000001,"=ROUND(B3667*C3667,2)"
Beets,1.51,27.7,"=ROUND(B3668*C3668,2)"
Yellow peppers,2.87,24.1,"=ROUND(B3669*C3669,2)"
Green peppers,1.89,11.5,"=ROUND(B3670*C3670,2)"
Cucumber,1.07,2.7,"=ROUND(B3671*C3671,2)"
Green peppers,1.89,37.5,"=ROUND(B3672*C3672,2)"
Strawberries,4.4,29.9,"=ROUND(B3673*C3673,2)"
Spinach,4.12,18.3,"=ROUND(B3674*C3674,2)"
Bok choy,1.42,34.4,"=ROUND(B3675*C3675,2)"
Avocados,3.23,37.6,"=ROUND(B3676*C3676,2)"
Eggplant,2.32,6.9,"=ROUND(B3677*C3677,2)"
Grapes,2.63,38.90000000000001,"=ROUND(B3678*C3678,2)"
Watermelon,0.66,31.4,"=ROUND(B3679*C3679,2)"
Green cabbage,0.8,20.7,"=ROUND(B3680*C3680,2)"
Fava beans,2.69,10.6,"=ROUND(B3681*C3681,2)"
Green beans,2.52,35.7,"=ROUND(B3682*C3682,2)"
Tomatoes,3.16,32.4,"=ROUND(B3683*C3683,2)"
Avocados,3.23,13.3,"=ROUND(B3684*C3684,2)"
Tomatoes,3.16,20.3,"=ROUND(B3685*C3685,2)"
Bananas,0.86,2.9,"=ROUND(B3686*C3686,2)"
Lettuce,1.88,34.3,"=ROUND(B3687*C3687,2)"
Strawberries,4.4,6.300000000000001,"=ROUND(B3688*C3688,2)"
Butternut squash,1.28,11.5,"=ROUND(B3689*C3689,2)"
Grapefruit,0.76,0.6000000000000001,"=ROUND(B3690*C3690,2)"
Green cabbage,0.8,5.9,"=ROUND(B3691*C3691,2)"
Green peppers,1.89,34.6,"=ROUND(B3692*C3692,2)"
Ginger,5.13,8.3,"=ROUND(B3693*C3693,2)"
Green peppers,1.89,6.800000000000001,"=ROUND(B3694*C3694,2)"
Orange,1.09,13.4,"=ROUND(B3695*C3695,2)"
Orange,1.09,6.300000000000001,"=ROUND(B3696*C3696,2)"
Beets,1.51,14.4,"=ROUND(B3697*C3697,2)"
Green cabbage,0.8,8.8,"=ROUND(B3698*C3698,2)"
Orange,1.09,35.9,"=ROUND(B3699*C3699,2)"
Brussels sprouts,1.65,5.7,"=ROUND(B3700*C3700,2)"
Celery,1.19,1.6,"=ROUND(B3701*C3701,2)"
Papaya,1.34,14.7,"=ROUND(B3702*C3702,2)"
Carrots,1.26,9.8,"=ROUND(B3703*C3703,2)"
Coconuts,1.18,28.6,"=ROUND(B3704*C3704,2)"
Ginger,5.13,36.5,"=ROUND(B3705*C3705,2)"
Apples,1.88,36.3,"=ROUND(B3706*C3706,2)"
Apricots,3.71,37.7,"=ROUND(B3707*C3707,2)"
Green cabbage,0.8,20.5,"=ROUND(B3708*C3708,2)"
Bananas,0.86,30.2,"=ROUND(B3709*C3709,2)"
Cherries,9.5,8.9,"=ROUND(B3710*C3710,2)"
Daikon,1.4,8.4,"=ROUND(B3711*C3711,2)"
Avocados,3.23,39.7,"=ROUND(B3712*C3712,2)"
Lemon,1.27,0.5,"=ROUND(B3713*C3713,2)"
Lime,1.06,22.5,"=ROUND(B3714*C3714,2)"
Okra,2.26,36.7,"=ROUND(B3715*C3715,2)"
Apples,1.88,14.8,"=ROUND(B3716*C3716,2)"
Tomatoes,3.16,10.8,"=ROUND(B3717*C3717,2)"
Parsnips,2.27,36.6,"=ROUND(B3718*C3718,2)"
Garlic,3.07,34.2,"=ROUND(B3719*C3719,2)"
Avocados,3.23,37.3,"=ROUND(B3720*C3720,2)"
Grapes,2.63,5.7,"=ROUND(B3721*C3721,2)"
Apples,1.88,31.5,"=ROUND(B3722*C3722,2)"
Bok choy,1.42,3.9,"=ROUND(B3723*C3723,2)"
Asparagus,2.49,26.2,"=ROUND(B3724*C3724,2)"
Avocados,3.23,16.2,"=ROUND(B3725*C3725,2)"
Grapes,2.63,33.4,"=ROUND(B3726*C3726,2)"
Lemon,1.27,26.3,"=ROUND(B3727*C3727,2)"
Butternut squash,1.28,3.1,"=ROUND(B3728*C3728,2)"
Apples,1.88,24.1,"=ROUND(B3729*C3729,2)"
Avocados,3.23,18.3,"=ROUND(B3730*C3730,2)"
Bok choy,1.42,13.8,"=ROUND(B3731*C3731,2)"
Cherries,9.5,12.3,"=ROUND(B3732*C3732,2)"
Cucumber,1.07,9.3,"=ROUND(B3733*C3733,2)"
Cucumber,1.07,5.4,"=ROUND(B3734*C3734,2)"
Red onion,0.78,0.7000000000000001,"=ROUND(B3735*C3735,2)"
Bok choy,1.42,1.5,"=ROUND(B3736*C3736,2)"
Papaya,1.34,7.300000000000001,"=ROUND(B3737*C3737,2)"
Green peppers,1.89,13.6,"=ROUND(B3738*C3738,2)"
Grapes,2.63,14.7,"=ROUND(B3739*C3739,2)"
Lemon,1.27,31.8,"=ROUND(B3740*C3740,2)"
Okra,2.26,39.2,"=ROUND(B3741*C3741,2)"
Garlic,3.07,0.7000000000000001,"=ROUND(B3742*C3742,2)"
Yellow peppers,2.87,19.8,"=ROUND(B3743*C3743,2)"
Kale,5.02,24.5,"=ROUND(B3744*C3744,2)"
Beets,1.51,9.1,"=ROUND(B3745*C3745,2)"
Grapefruit,0.76,18.3,"=ROUND(B3746*C3746,2)"
Green peppers,1.89,2.9,"=ROUND(B3747*C3747,2)"
Tomatoes,3.16,19.4,"=ROUND(B3748*C3748,2)"
Apples,1.88,25.5,"=ROUND(B3749*C3749,2)"
Fava beans,2.69,23.2,"=ROUND(B3750*C3750,2)"
Corn,1.07,9.9,"=ROUND(B3751*C3751,2)"
Corn,1.07,36.9,"=ROUND(B3752*C3752,2)"
Fava beans,2.69,17,"=ROUND(B3753*C3753,2)"
Grapefruit,0.76,15.9,"=ROUND(B3754*C3754,2)"
Green beans,2.52,29.1,"=ROUND(B3755*C3755,2)"
Daikon,1.4,28.2,"=ROUND(B3756*C3756,2)"
Coconuts,1.18,12.9,"=ROUND(B3757*C3757,2)"
Bok choy,1.42,1,"=ROUND(B3758*C3758,2)"
Ginger,5.13,23.7,"=ROUND(B3759*C3759,2)"
Bok choy,1.42,19.4,"=ROUND(B3760*C3760,2)"
Papaya,1.34,11.3,"=ROUND(B3761*C3761,2)"
Papaya,1.34,6.300000000000001,"=ROUND(B3762*C3762,2)"
Ginger,5.13,3.3,"=ROUND(B3763*C3763,2)"
Grapes,2.63,31.9,"=ROUND(B3764*C3764,2)"
Green peppers,1.89,37.5,"=ROUND(B3765*C3765,2)"
Red onion,0.78,2.7,"=ROUND(B3766*C3766,2)"
Eggplant,2.32,33.6,"=ROUND(B3767*C3767,2)"
Cucumber,1.07,31.1,"=ROUND(B3768*C3768,2)"
Watermelon,0.66,28.8,"=ROUND(B3769*C3769,2)"
Coconuts,1.18,8.200000000000001,"=ROUND(B3770*C3770,2)"
Ginger,5.13,23.3,"=ROUND(B3771*C3771,2)"
Parsnips,2.27,6,"=ROUND(B3772*C3772,2)"
Lime,1.06,9.5,"=ROUND(B3773*C3773,2)"
Grapefruit,0.76,29.9,"=ROUND(B3774*C3774,2)"
Carrots,1.26,27.3,"=ROUND(B3775*C3775,2)"
Green beans,2.52,12.6,"=ROUND(B3776*C3776,2)"
Lime,1.06,26.5,"=ROUND(B3777*C3777,2)"
Bok choy,1.42,24.4,"=ROUND(B3778*C3778,2)"
Grapes,2.63,27.1,"=ROUND(B3779*C3779,2)"
Corn,1.07,6.600000000000001,"=ROUND(B3780*C3780,2)"
Grapes,2.63,17.7,"=ROUND(B3781*C3781,2)"
Papaya,1.34,4.7,"=ROUND(B3782*C3782,2)"
Celery,1.19,17.2,"=ROUND(B3783*C3783,2)"
Cherries,9.5,4.2,"=ROUND(B3784*C3784,2)"
Lemon,1.27,21.6,"=ROUND(B3785*C3785,2)"
Garlic,3.07,16.6,"=ROUND(B3786*C3786,2)"
Red onion,0.78,33,"=ROUND(B3787*C3787,2)"
Bok choy,1.42,2.2,"=ROUND(B3788*C3788,2)"
Fava beans,2.69,27.4,"=ROUND(B3789*C3789,2)"
Coconuts,1.18,0.5,"=ROUND(B3790*C3790,2)"
Beets,1.51,31,"=ROUND(B3791*C3791,2)"
Fava beans,2.69,3.6,"=ROUND(B3792*C3792,2)"
Orange,1.09,25.7,"=ROUND(B3793*C3793,2)"
Daikon,1.4,33.2,"=ROUND(B3794*C3794,2)"
Lime,1.06,35.3,"=ROUND(B3795*C3795,2)"
Bok choy,1.42,27.7,"=ROUND(B3796*C3796,2)"
Papaya,1.34,32.9,"=ROUND(B3797*C3797,2)"
Fava beans,2.69,17.4,"=ROUND(B3798*C3798,2)"
Grapes,2.63,6.600000000000001,"=ROUND(B3799*C3799,2)"
Brussels sprouts,1.65,38.7,"=ROUND(B3800*C3800,2)"
Garlic,3.07,16.1,"=ROUND(B3801*C3801,2)"
Garlic,3.07,39.90000000000001,"=ROUND(B3802*C3802,2)"
Cherries,9.5,31.7,"=ROUND(B3803*C3803,2)"
Lime,1.06,3.3,"=ROUND(B3804*C3804,2)"
Ginger,5.13,1.6,"=ROUND(B3805*C3805,2)"
Apricots,3.71,15.5,"=ROUND(B3806*C3806,2)"
Papaya,1.34,35.1,"=ROUND(B3807*C3807,2)"
Daikon,1.4,13.2,"=ROUND(B3808*C3808,2)"
Lemon,1.27,3.2,"=ROUND(B3809*C3809,2)"
Potatoes,0.86,10.8,"=ROUND(B3810*C3810,2)"
Lime,1.06,2.5,"=ROUND(B3811*C3811,2)"
Okra,2.26,13.3,"=ROUND(B3812*C3812,2)"
Cucumber,1.07,24,"=ROUND(B3813*C3813,2)"
Potatoes,0.86,17.6,"=ROUND(B3814*C3814,2)"
Kale,5.02,7,"=ROUND(B3815*C3815,2)"
Brussels sprouts,1.65,21.5,"=ROUND(B3816*C3816,2)"
Apricots,3.71,5.300000000000001,"=ROUND(B3817*C3817,2)"
Spinach,4.12,11.2,"=ROUND(B3818*C3818,2)"
Potatoes,0.86,38.40000000000001,"=ROUND(B3819*C3819,2)"
Apricots,3.71,11.3,"=ROUND(B3820*C3820,2)"
Coconuts,1.18,7.4,"=ROUND(B3821*C3821,2)"
Ginger,5.13,12.4,"=ROUND(B3822*C3822,2)"
Garlic,3.07,5.600000000000001,"=ROUND(B3823*C3823,2)"
Cherries,9.5,39.3,"=ROUND(B3824*C3824,2)"
Yellow peppers,2.87,12.9,"=ROUND(B3825*C3825,2)"
Potatoes,0.86,17.1,"=ROUND(B3826*C3826,2)"
Garlic,3.07,11.4,"=ROUND(B3827*C3827,2)"
Cherries,9.5,20.6,"=ROUND(B3828*C3828,2)"
Spinach,4.12,18,"=ROUND(B3829*C3829,2)"
Coconuts,1.18,9.700000000000001,"=ROUND(B3830*C3830,2)"
Bananas,0.86,24.9,"=ROUND(B3831*C3831,2)"
Yellow peppers,2.87,39.6,"=ROUND(B3832*C3832,2)"
Carrots,1.26,2.5,"=ROUND(B3833*C3833,2)"
Cucumber,1.07,14,"=ROUND(B3834*C3834,2)"
Corn,1.07,39.3,"=ROUND(B3835*C3835,2)"
Coconuts,1.18,19.2,"=ROUND(B3836*C3836,2)"
Cucumber,1.07,7.9,"=ROUND(B3837*C3837,2)"
Okra,2.26,28.8,"=ROUND(B3838*C3838,2)"
Spinach,4.12,10.8,"=ROUND(B3839*C3839,2)"
Kale,5.02,4.100000000000001,"=ROUND(B3840*C3840,2)"
Watermelon,0.66,33.6,"=ROUND(B3841*C3841,2)"
Spinach,4.12,24.7,"=ROUND(B3842*C3842,2)"
Corn,1.07,17,"=ROUND(B3843*C3843,2)"
Apples,1.88,11.4,"=ROUND(B3844*C3844,2)"
Daikon,1.4,31,"=ROUND(B3845*C3845,2)"
Green peppers,1.89,17.4,"=ROUND(B3846*C3846,2)"
Watermelon,0.66,5.600000000000001,"=ROUND(B3847*C3847,2)"
Yellow peppers,2.87,31,"=ROUND(B3848*C3848,2)"
Red onion,0.78,21.3,"=ROUND(B3849*C3849,2)"
Beets,1.51,39.6,"=ROUND(B3850*C3850,2)"
Grapes,2.63,8.5,"=ROUND(B3851*C3851,2)"
Green cabbage,0.8,11.5,"=ROUND(B3852*C3852,2)"
Parsnips,2.27,34.2,"=ROUND(B3853*C3853,2)"
Corn,1.07,1.7,"=ROUND(B3854*C3854,2)"
Yellow peppers,2.87,39.40000000000001,"=ROUND(B3855*C3855,2)"
Cucumber,1.07,29.2,"=ROUND(B3856*C3856,2)"
Ginger,5.13,14.6,"=ROUND(B3857*C3857,2)"
Asparagus,2.49,37.4,"=ROUND(B3858*C3858,2)"
Potatoes,0.86,5.2,"=ROUND(B3859*C3859,2)"
Apricots,3.71,2.5,"=ROUND(B3860*C3860,2)"
Kale,5.02,35.9,"=ROUND(B3861*C3861,2)"
Asparagus,2.49,13.5,"=ROUND(B3862*C3862,2)"
Corn,1.07,11.7,"=ROUND(B3863*C3863,2)"
Grapes,2.63,1.1,"=ROUND(B3864*C3864,2)"
Yellow peppers,2.87,33.9,"=ROUND(B3865*C3865,2)"
Beets,1.51,15.7,"=ROUND(B3866*C3866,2)"
Strawberries,4.4,23.7,"=ROUND(B3867*C3867,2)"
Apricots,3.71,10.2,"=ROUND(B3868*C3868,2)"
Bananas,0.86,10.6,"=ROUND(B3869*C3869,2)"
Celery,1.19,2.5,"=ROUND(B3870*C3870,2)"
Papaya,1.34,26.3,"=ROUND(B3871*C3871,2)"
Tomatoes,3.16,37.2,"=ROUND(B3872*C3872,2)"
Green cabbage,0.8,39.40000000000001,"=ROUND(B3873*C3873,2)"
Carrots,1.26,7.800000000000001,"=ROUND(B3874*C3874,2)"
Apricots,3.71,38.90000000000001,"=ROUND(B3875*C3875,2)"
Butternut squash,1.28,35.5,"=ROUND(B3876*C3876,2)"
Watermelon,0.66,7,"=ROUND(B3877*C3877,2)"
Bananas,0.86,13.2,"=ROUND(B3878*C3878,2)"
Apricots,3.71,19,"=ROUND(B3879*C3879,2)"
Garlic,3.07,19.2,"=ROUND(B3880*C3880,2)"
Red onion,0.78,26.5,"=ROUND(B3881*C3881,2)"
Green peppers,1.89,24.7,"=ROUND(B3882*C3882,2)"
Beets,1.51,28.1,"=ROUND(B3883*C3883,2)"
Avocados,3.23,1.1,"=ROUND(B3884*C3884,2)"
Corn,1.07,38.7,"=ROUND(B3885*C3885,2)"
Bananas,0.86,26.2,"=ROUND(B3886*C3886,2)"
Daikon,1.4,36.6,"=ROUND(B3887*C3887,2)"
Celery,1.19,7.600000000000001,"=ROUND(B3888*C3888,2)"
Apricots,3.71,12.7,"=ROUND(B3889*C3889,2)"
Carrots,1.26,25.7,"=ROUND(B3890*C3890,2)"
Watermelon,0.66,21.7,"=ROUND(B3891*C3891,2)"
Grapes,2.63,35.2,"=ROUND(B3892*C3892,2)"
Bok choy,1.42,2,"=ROUND(B3893*C3893,2)"
Eggplant,2.32,23,"=ROUND(B3894*C3894,2)"
Red onion,0.78,26.7,"=ROUND(B3895*C3895,2)"
Brussels sprouts,1.65,20.9,"=ROUND(B3896*C3896,2)"
Orange,1.09,26.5,"=ROUND(B3897*C3897,2)"
Asparagus,2.49,18.7,"=ROUND(B3898*C3898,2)"
Yellow peppers,2.87,17.5,"=ROUND(B3899*C3899,2)"
Grapefruit,0.76,30.7,"=ROUND(B3900*C3900,2)"
Eggplant,2.32,35.3,"=ROUND(B3901*C3901,2)"
Lime,1.06,13.1,"=ROUND(B3902*C3902,2)"
Grapefruit,0.76,8.8,"=ROUND(B3903*C3903,2)"
Kale,5.02,34.4,"=ROUND(B3904*C3904,2)"
Grapes,2.63,10.3,"=ROUND(B3905*C3905,2)"
Coconuts,1.18,4.800000000000001,"=ROUND(B3906*C3906,2)"
Bok choy,1.42,37.3,"=ROUND(B3907*C3907,2)"
Okra,2.26,32.6,"=ROUND(B3908*C3908,2)"
Asparagus,2.49,10.1,"=ROUND(B3909*C3909,2)"
Green cabbage,0.8,31.1,"=ROUND(B3910*C3910,2)"
Ginger,5.13,2,"=ROUND(B3911*C3911,2)"
Cherries,9.5,23.2,"=ROUND(B3912*C3912,2)"
Kale,5.02,0.9,"=ROUND(B3913*C3913,2)"
Yellow peppers,2.87,29.3,"=ROUND(B3914*C3914,2)"
Avocados,3.23,35.6,"=ROUND(B3915*C3915,2)"
Green beans,2.52,25.3,"=ROUND(B3916*C3916,2)"
Ginger,5.13,19.8,"=ROUND(B3917*C3917,2)"
Orange,1.09,1.4,"=ROUND(B3918*C3918,2)"
Asparagus,2.49,11.2,"=ROUND(B3919*C3919,2)"
Garlic,3.07,30,"=ROUND(B3920*C3920,2)"
Okra,2.26,18.1,"=ROUND(B3921*C3921,2)"
Beets,1.51,2.8,"=ROUND(B3922*C3922,2)"
Green beans,2.52,5.9,"=ROUND(B3923*C3923,2)"
Green peppers,1.89,37.8,"=ROUND(B3924*C3924,2)"
Avocados,3.23,26.2,"=ROUND(B3925*C3925,2)"
Beets,1.51,18.3,"=ROUND(B3926*C3926,2)"
Red onion,0.78,20.5,"=ROUND(B3927*C3927,2)"
Okra,2.26,35,"=ROUND(B3928*C3928,2)"
Grapes,2.63,10.7,"=ROUND(B3929*C3929,2)"
Grapes,2.63,19.4,"=ROUND(B3930*C3930,2)"
Grapes,2.63,31.8,"=ROUND(B3931*C3931,2)"
Apples,1.88,39.5,"=ROUND(B3932*C3932,2)"
Kale,5.02,27.3,"=ROUND(B3933*C3933,2)"
Carrots,1.26,18.2,"=ROUND(B3934*C3934,2)"
Bananas,0.86,19.8,"=ROUND(B3935*C3935,2)"
Lemon,1.27,17.8,"=ROUND(B3936*C3936,2)"
Green peppers,1.89,19.7,"=ROUND(B3937*C3937,2)"
Bananas,0.86,5.600000000000001,"=ROUND(B3938*C3938,2)"
Lime,1.06,16.5,"=ROUND(B3939*C3939,2)"
Apricots,3.71,9.700000000000001,"=ROUND(B3940*C3940,2)"
Green cabbage,0.8,14,"=ROUND(B3941*C3941,2)"
Daikon,1.4,27.1,"=ROUND(B3942*C3942,2)"
Green beans,2.52,33,"=ROUND(B3943*C3943,2)"
Carrots,1.26,26.3,"=ROUND(B3944*C3944,2)"
Lemon,1.27,11.5,"=ROUND(B3945*C3945,2)"
Daikon,1.4,35.6,"=ROUND(B3946*C3946,2)"
Garlic,3.07,26.4,"=ROUND(B3947*C3947,2)"
Cherries,9.5,38.5,"=ROUND(B3948*C3948,2)"
Lettuce,1.88,27.9,"=ROUND(B3949*C3949,2)"
Eggplant,2.32,36.4,"=ROUND(B3950*C3950,2)"
Green cabbage,0.8,35.9,"=ROUND(B3951*C3951,2)"
